origination_year,loan_age_months,credit_tier,fico_score,vantage_score,payment_history_score,credit_history_length_years,num_open_tradelines,num_hard_inquiries_6mo,num_derog_marks,num_collections,bankruptcy_history,prev_auto_loan_delinquency_count,months_since_last_delinquency,annual_income,monthly_income,employment_type,employment_length_years,num_income_sources,loan_amount,loan_term_months,interest_rate_pct,monthly_payment,down_payment_amount,down_payment_pct,current_balance,vehicle_type,vehicle_condition,vehicle_age_at_origination,vehicle_mileage_at_origination,vehicle_value_at_origination,current_vehicle_value,ltv_ratio_origination,current_ltv_ratio,is_underwater,dti_ratio,total_dti_ratio,payment_to_income_ratio,loan_burden_score,times_30_dpd_last_12mo,times_60_dpd_last_12mo,times_90_dpd_ever,max_days_past_due_ever,consecutive_on_time_payments,payment_ratio_actual_vs_required,lender_type,loan_channel,dealer_markup_rate,has_gap_insurance,has_payment_protection,insurance_lapse_indicator,state,state_unemployment_rate,regional_used_car_price_index,origination_rate_environment,is_delinquent_30dpd,is_delinquent
2024,3,Near Prime,641,629,73.0,14,2,1,1,2,0,1,72.0,63023,5251.92,Retired,0,1,56051,36,11.41,1845.94,14211,0.21,43135.65,Electric,Used,1,9038,67672,67672,0.828,0.637,0,0.351,0.915,0.351,46.98,0,0,2,90,3,1.083,Captive (OEM),Direct,0.0,0,0,0,CA,7.5,130.6,4.85,1,1
2015,119,Prime,680,677,80.0,19,2,1,2,0,0,2,1.0,100290,8357.5,Full-time Salaried,7,1,6890,72,6.54,115.95,1829,0.21,5436.04,Sedan,Used,11,130757,8714,8714,0.791,0.624,0,0.014,0.046,0.014,30.29,1,0,0,90,1,0.794,Non-Captive Finance Co.,Dealer,2.31,0,1,0,IL,2.9,126.5,5.34,0,0
2021,39,Prime,667,671,98.8,21,11,0,0,0,0,1,46.0,86047,7170.58,Full-time Salaried,1,1,29091,48,5.02,670.21,7075,0.19,27091.66,Electric,New,0,0,37237,14894,0.781,1.819,1,0.093,0.228,0.093,27.51,0,0,1,30,4,0.964,Bank,Dealer,0.83,1,0,1,NY,8.3,111.0,6.23,1,1
2017,95,Subprime,588,601,87.4,9,2,0,2,0,0,0,,33077,2756.42,Full-time Salaried,6,1,48817,48,15.11,1361.34,12271,0.2,17954.17,Truck,New,0,0,61355,12271,0.796,1.463,1,0.494,0.756,0.494,47.42,0,0,0,0,16,1.118,Credit Union,Online,0.0,0,0,1,AZ,7.7,94.3,4.72,0,0
2017,90,Prime,715,701,99.6,9,10,0,1,0,0,0,,98472,8206.0,Part-time,3,2,39638,60,3.35,718.42,0,0.0,21592.12,Truck,Used,3,28158,39043,12201,1.015,1.77,1,0.088,0.182,0.088,34.09,0,3,2,0,33,0.894,Credit Union,Dealer,0.35,1,1,0,MD,8.1,106.7,7.73,0,0
2015,118,Subprime,618,599,77.5,12,3,1,1,1,0,0,,29422,2451.83,Full-time Salaried,7,1,7245,36,10.6,235.82,315,0.04,2778.28,SUV,Certified Pre-Owned,10,145810,7886,7886,0.919,0.352,0,0.096,0.257,0.096,38.16,0,1,0,30,25,1.037,Non-Captive Finance Co.,Dealer,2.08,0,0,0,TN,4.1,108.9,7.08,0,0
2016,100,Near Prime,652,662,97.8,11,14,3,0,0,0,0,,69827,5818.92,Full-time Hourly,11,2,21866,48,8.72,541.23,4813,0.19,7677.61,SUV,Certified Pre-Owned,2,24486,25336,6847,0.863,1.121,1,0.093,0.147,0.093,30.27,0,0,0,0,31,0.819,Bank,Dealer,1.23,1,0,0,CA,7.7,96.2,7.86,0,0
2016,108,Super Prime,778,761,96.8,6,6,1,0,0,0,3,19.0,98579,8214.92,Full-time Salaried,1,1,30015,48,11.77,787.02,2087,0.07,19417.08,SUV,New,0,0,29817,5963,1.007,3.256,1,0.096,0.223,0.096,35.01,0,0,1,0,6,1.069,Captive (OEM),Dealer,1.88,0,0,0,FL,8.5,133.6,3.21,1,1
2016,101,Prime,671,656,80.1,7,18,2,3,0,0,0,,90721,7560.08,Full-time Salaried,4,1,7371,60,4.38,137.02,961,0.12,4156.98,Electric,Used,6,81258,8015,8015,0.92,0.519,0,0.018,0.05,0.018,34.29,0,0,1,0,36,1.177,Credit Union,Online,0.0,0,1,0,CA,4.2,127.9,4.75,0,0
2018,78,Super Prime,730,703,66.3,0,18,1,1,3,0,0,,177203,14766.92,Contract/Gig,0,2,9119,60,3.01,163.9,2843,0.24,2820.77,SUV,Certified Pre-Owned,7,86681,11846,11846,0.77,0.238,0,0.011,0.028,0.011,33.65,1,0,1,0,36,0.856,Non-Captive Finance Co.,Dealer,1.8,0,0,0,IL,5.1,118.2,7.79,1,1
2023,19,Near Prime,641,628,81.2,13,1,0,0,3,0,0,,55649,4637.42,Full-time Salaried,7,3,27929,84,10.82,475.57,9712,0.25,18346.08,Truck,New,0,0,38849,34187,0.719,0.537,0,0.103,0.301,0.103,31.33,0,0,2,0,14,0.947,Captive (OEM),Dealer,2.34,0,0,0,CO,4.5,88.7,7.28,0,0
2022,26,Prime,685,691,69.5,8,7,0,2,0,1,0,,97332,8111.0,Part-time,0,3,7178,60,1.9,125.5,2702,0.27,2717.69,SUV,Used,11,150601,10011,10011,0.717,0.271,0,0.015,0.037,0.015,31.26,0,1,0,120,17,0.769,Bank,Dealer,1.36,0,0,1,IL,7.3,105.0,5.49,1,1
2017,85,Subprime,588,607,90.1,13,15,0,1,0,0,0,,42071,3505.92,Contract/Gig,3,1,16898,60,11.57,372.23,4411,0.22,5615.27,SUV,Certified Pre-Owned,4,40008,20054,8356,0.843,0.672,0,0.106,0.185,0.106,32.5,0,1,0,0,23,1.194,Non-Captive Finance Co.,Direct,0.0,1,0,0,FL,7.0,107.8,5.24,0,0
2022,28,Prime,703,684,66.4,10,7,0,1,3,0,0,,68855,5737.92,Full-time Hourly,1,1,22052,48,8.03,538.66,2575,0.1,19500.81,Luxury,Used,5,49450,25752,25752,0.856,0.757,0,0.094,0.17,0.094,39.52,1,0,3,120,17,0.793,Non-Captive Finance Co.,Direct,0.0,0,0,1,CA,7.3,105.4,4.31,0,0
2015,112,Deep Subprime,400,372,95.1,0,4,0,0,1,0,0,,18756,1563.0,Contract/Gig,1,1,32348,60,23.06,913.02,1298,0.04,11935.37,Truck,Certified Pre-Owned,4,42240,32458,12484,0.997,0.956,0,0.584,0.99,0.584,54.74,0,0,0,30,33,0.997,Credit Union,Direct,0.0,1,0,0,IL,3.2,108.1,4.35,0,0
2021,42,Super Prime,798,816,94.9,16,13,0,0,0,0,0,,249945,20828.75,Full-time Hourly,2,1,11744,84,1.9,149.42,2558,0.19,4570.59,Truck,Used,6,73644,13464,9617,0.872,0.475,0,0.007,0.019,0.007,27.97,0,2,0,0,26,0.956,Bank,Online,0.0,1,0,0,TX,6.8,110.4,5.25,0,0
2022,25,Subprime,602,592,100.0,7,12,0,0,0,0,3,23.0,38902,3241.83,Unemployed,0,1,6760,60,16.76,167.13,1812,0.21,4426.76,Electric,Certified Pre-Owned,5,72920,8629,8629,0.783,0.513,0,0.052,0.135,0.052,25.57,0,0,0,30,21,1.107,Bank,Direct,0.0,0,1,0,MN,3.9,113.2,5.58,1,1
2016,107,Super Prime,756,734,95.2,13,18,1,1,0,0,0,,225117,18759.75,Full-time Salaried,3,3,9219,84,7.47,141.27,803,0.08,3761.2,SUV,Used,10,96870,10043,10043,0.918,0.375,0,0.008,0.013,0.008,29.3,3,0,0,0,5,0.922,Credit Union,Direct,0.0,1,1,0,MD,7.2,132.2,4.37,0,0
2019,62,Super Prime,752,748,88.4,8,2,1,1,1,0,0,,155131,12927.58,Full-time Hourly,3,1,13685,48,10.5,350.38,283,0.02,6603.74,SUV,Certified Pre-Owned,5,40245,14198,8113,0.964,0.814,0,0.027,0.055,0.027,33.48,0,0,0,0,15,1.085,Credit Union,Direct,0.0,0,1,0,NY,2.9,126.2,6.9,0,0
2023,13,Super Prime,809,783,95.0,3,8,1,0,1,0,0,,92509,7709.08,Retired,0,2,65311,72,12.75,1302.46,645,0.01,46809.76,SUV,New,0,0,64536,56146,1.012,0.834,0,0.169,0.462,0.169,38.62,0,3,2,0,7,1.102,Non-Captive Finance Co.,Dealer,1.54,0,0,0,CA,4.2,107.1,5.74,0,0
2016,106,Super Prime,790,762,91.2,0,4,0,0,0,0,0,,258522,21543.5,Part-time,2,2,21450,84,5.37,306.92,1835,0.08,8318.41,Van,Certified Pre-Owned,2,21590,22942,6373,0.935,1.305,1,0.014,0.035,0.014,31.25,0,0,0,60,18,1.144,Captive (OEM),Dealer,2.09,0,0,0,NY,5.3,100.7,5.37,0,0
2024,3,Deep Subprime,389,391,100.0,12,3,0,0,0,0,0,,23818,1984.83,Self-employed,12,2,15497,72,18.59,358.64,5301,0.27,12540.59,Sedan,New,0,0,19634,19634,0.789,0.639,0,0.181,0.526,0.181,30.91,0,0,0,15,0,0.764,Credit Union,Dealer,0.94,0,1,0,PA,3.2,94.0,7.28,0,0
2017,86,Super Prime,762,763,90.3,13,14,5,0,0,0,3,3.0,249461,20788.42,Full-time Hourly,2,1,46181,60,2.95,828.79,7813,0.15,40515.82,Truck,New,0,0,52087,10417,0.887,3.889,1,0.04,0.08,0.04,31.12,0,0,0,0,1,0.719,Bank,Dealer,2.01,1,1,0,IL,7.6,117.9,3.22,0,0
2016,105,Deep Subprime,428,400,100.0,4,15,1,0,0,0,0,,20272,1689.33,Full-time Hourly,1,1,40687,60,23.2,1151.67,2704,0.06,29579.25,SUV,New,0,0,45083,9016,0.902,3.281,1,0.682,0.99,0.682,54.34,4,2,2,0,19,1.103,Bank,Dealer,1.67,0,0,0,NY,6.5,133.4,5.1,1,1
2023,14,Super Prime,830,834,100.0,19,4,3,0,0,0,3,17.0,168049,14004.08,Full-time Salaried,7,1,45876,48,1.9,993.28,10307,0.18,23532.74,SUV,New,0,0,57262,49817,0.801,0.472,0,0.071,0.187,0.071,26.87,0,1,0,15,3,0.715,Credit Union,Direct,0.0,1,0,1,TX,8.0,105.5,6.29,0,0
2022,34,Subprime,614,618,65.0,5,3,2,3,1,0,3,61.0,28575,2381.25,Self-employed,1,3,17589,48,17.41,511.27,4013,0.18,7987.78,Truck,Used,3,37236,22298,13936,0.789,0.573,0,0.215,0.531,0.215,42.77,0,0,1,0,32,1.138,Non-Captive Finance Co.,Dealer,1.63,1,1,0,AZ,6.7,85.9,4.86,1,1
2022,29,Prime,672,689,77.5,3,5,0,3,0,0,0,,88336,7361.33,Full-time Hourly,1,1,45300,24,3.35,1954.07,11790,0.2,19171.71,Truck,New,0,0,58950,44802,0.768,0.428,0,0.265,0.645,0.265,40.39,3,1,0,0,29,1.049,Captive (OEM),Dealer,0.56,0,0,0,IN,6.0,92.5,7.43,1,1
2022,31,Deep Subprime,433,426,79.8,10,11,4,0,1,0,3,59.0,21557,1796.42,Full-time Salaried,2,1,51460,60,23.99,1480.1,2501,0.05,23535.01,Truck,Used,1,11346,50022,36380,1.029,0.647,0,0.824,0.99,0.824,69.89,0,2,0,0,31,1.184,Credit Union,Dealer,1.13,0,0,0,MO,7.3,130.1,4.07,1,1
2024,3,Near Prime,654,678,100.0,3,1,1,0,0,0,0,,66728,5560.67,Full-time Salaried,5,2,5585,72,8.98,100.62,325,0.06,4544.13,Sedan,Used,12,124104,5419,5419,1.031,0.839,0,0.018,0.039,0.018,31.65,2,1,0,60,3,1.003,Fintech,Direct,0.0,1,0,0,CA,2.9,89.1,6.03,0,0
2022,33,Subprime,580,557,68.0,0,8,1,3,2,0,2,45.0,30224,2518.67,Full-time Salaried,3,2,44668,72,13.9,918.03,15030,0.25,29350.31,Truck,New,0,0,60122,45692,0.743,0.642,0,0.364,0.748,0.364,46.45,0,0,1,60,32,0.925,Bank,Dealer,1.92,1,1,0,MD,7.6,110.4,6.9,1,1
2021,39,Super Prime,723,732,98.5,5,1,1,0,0,0,0,,105552,8796.0,Full-time Hourly,1,1,12072,72,1.9,177.54,480,0.04,10785.36,Truck,Certified Pre-Owned,12,131340,12009,12009,1.005,0.898,0,0.02,0.053,0.02,31.4,1,0,0,30,20,1.166,Bank,Dealer,2.49,1,0,0,CA,6.5,132.6,4.71,1,1
2019,65,Subprime,596,595,92.3,8,10,2,0,0,0,0,,45052,3754.33,Full-time Hourly,12,2,75407,48,13.62,2046.26,7642,0.1,69638.16,Electric,New,0,0,76429,15285,0.987,4.556,1,0.545,0.99,0.545,53.72,1,0,0,0,10,0.709,Captive (OEM),Dealer,0.44,0,0,0,GA,4.7,110.6,7.76,0,0
2015,112,Deep Subprime,328,336,99.5,4,3,0,0,0,0,0,,18645,1553.75,Full-time Salaried,1,1,5331,60,21.86,146.81,980,0.16,4309.9,Sedan,Used,10,143380,6127,6127,0.87,0.703,0,0.094,0.22,0.094,30.01,0,0,0,0,17,1.151,Captive (OEM),Direct,0.0,0,1,1,SC,3.2,129.2,6.46,0,0
2020,51,Prime,691,665,90.9,20,7,3,0,0,0,0,,68220,5685.0,Full-time Salaried,2,1,7969,60,10.34,170.65,397,0.05,3208.81,SUV,Used,11,138105,7951,7951,1.002,0.404,0,0.03,0.078,0.03,33.99,0,1,0,120,36,1.138,Captive (OEM),Direct,0.0,0,0,1,CO,6.0,127.8,5.27,0,0
2018,79,Super Prime,751,723,80.3,3,8,0,2,0,0,2,39.0,263228,21935.67,Full-time Salaried,1,1,23063,72,3.46,355.18,4971,0.18,19402.26,Sedan,Used,1,11152,27618,6498,0.835,2.986,1,0.016,0.055,0.016,31.6,0,0,0,60,23,0.701,Bank,Dealer,1.0,1,0,0,GA,5.6,115.2,8.44,1,1
2024,7,Near Prime,637,650,81.1,19,3,0,2,1,0,1,48.0,44425,3702.08,Retired,0,1,100000,72,9.75,1840.0,16818,0.14,78546.42,Luxury,New,0,0,120132,120132,0.832,0.654,0,0.497,0.99,0.497,50.51,0,3,0,30,1,1.074,Credit Union,Dealer,1.11,0,0,0,AZ,4.0,123.2,5.48,0,0
2017,85,Super Prime,844,850,53.1,2,9,1,5,1,0,0,,86182,7181.83,Self-employed,2,1,29575,84,1.9,376.29,8658,0.22,23128.3,SUV,Used,2,29996,39355,10636,0.751,2.175,1,0.052,0.105,0.052,38.68,0,0,1,0,24,0.873,Bank,Dealer,0.33,1,0,0,GA,3.3,127.0,5.54,0,0
2022,30,Prime,688,718,97.4,10,4,0,0,1,0,0,,68841,5736.75,Full-time Salaried,2,2,18061,72,9.52,330.24,1834,0.1,10770.45,Sedan,New,0,0,18349,12844,0.984,0.839,0,0.058,0.165,0.058,32.62,0,0,0,30,21,0.709,Bank,Dealer,1.95,1,0,0,MD,6.0,102.3,6.0,0,0
2024,3,Prime,662,665,80.3,13,9,4,2,1,0,0,,100632,8386.0,Part-time,3,1,54167,84,5.04,766.61,4933,0.09,36420.19,Van,New,0,0,54816,54816,0.988,0.664,0,0.091,0.239,0.091,39.19,1,1,1,90,1,0.903,Fintech,Direct,0.0,1,0,0,NC,5.5,134.6,6.17,0,0
2018,77,Near Prime,656,645,70.3,2,9,0,4,0,0,0,,55399,4616.58,Full-time Salaried,10,2,37583,84,13.23,688.42,15221,0.28,26610.59,Truck,New,0,0,54364,15221,0.691,1.748,1,0.149,0.435,0.149,35.6,0,0,3,90,20,1.071,Credit Union,Direct,0.0,1,1,0,NY,3.1,126.8,5.05,0,0
2020,50,Near Prime,658,648,82.1,4,9,2,1,0,0,0,,64527,5377.25,Retired,0,3,9422,60,6.78,185.59,2199,0.2,3653.71,SUV,Used,6,79830,10999,9999,0.857,0.365,0,0.035,0.086,0.035,32.48,3,0,0,30,24,0.896,Captive (OEM),Dealer,1.55,0,0,0,WI,6.4,120.3,4.83,0,0
2015,120,Super Prime,741,762,80.6,12,5,0,2,1,0,0,,81189,6765.75,Full-time Salaried,7,1,53031,72,6.27,885.65,4785,0.08,31015.27,Electric,Used,1,8696,59817,14954,0.887,2.074,1,0.131,0.318,0.131,37.67,4,1,0,90,19,0.767,Fintech,Online,0.0,0,0,0,CA,4.8,104.7,3.88,1,1
2021,39,Prime,702,699,85.7,9,2,1,1,1,0,1,55.0,76544,6378.67,Full-time Salaried,3,3,21400,48,3.23,475.85,7334,0.26,10770.5,Coupe,New,0,0,28211,14669,0.759,0.734,0,0.075,0.205,0.075,30.06,0,0,0,0,31,0.831,Credit Union,Dealer,0.37,0,1,0,CA,7.8,112.3,4.19,0,0
2016,106,Super Prime,813,821,81.9,11,8,0,3,0,0,0,,229257,19104.75,Part-time,4,1,18074,60,9.69,381.27,4060,0.18,16072.85,SUV,Used,5,70145,22558,12890,0.801,1.247,1,0.02,0.045,0.02,30.26,0,0,2,0,31,1.166,Credit Union,Direct,0.0,0,1,0,TX,6.8,129.8,7.17,1,1
2024,8,Prime,686,658,52.8,6,17,1,5,1,0,0,,93751,7812.58,Self-employed,9,3,24691,60,13.42,567.12,7345,0.23,22127.03,Sedan,New,0,0,31937,31937,0.773,0.693,0,0.073,0.244,0.073,40.27,0,0,0,30,8,0.938,Captive (OEM),Dealer,2.02,1,1,1,FL,4.6,106.2,5.13,0,0
2018,81,Prime,701,689,83.2,4,6,4,0,1,0,0,,106754,8896.17,Full-time Salaried,9,1,36271,48,7.8,882.08,14182,0.28,18196.67,Van,New,0,0,50651,10130,0.716,1.796,1,0.099,0.248,0.099,30.48,0,2,0,15,3,0.987,Captive (OEM),Dealer,1.65,0,0,0,CA,6.4,117.1,3.17,0,0
2021,43,Super Prime,777,788,99.4,4,11,1,0,0,0,0,,251609,20967.42,Part-time,1,2,8792,36,2.8,254.91,3669,0.29,3350.49,Luxury,Used,8,113152,12654,12654,0.695,0.265,0,0.012,0.032,0.012,21.51,3,0,0,30,30,0.969,Credit Union,Dealer,1.2,1,0,1,TX,7.0,89.5,8.3,0,0
2024,3,Prime,711,713,81.0,7,14,0,2,1,0,2,45.0,64804,5400.33,Full-time Hourly,1,1,5198,72,3.21,79.47,1627,0.25,1673.17,Sedan,Used,9,128772,6511,6511,0.798,0.257,0,0.015,0.023,0.015,30.24,0,3,0,0,0,1.098,Non-Captive Finance Co.,Direct,0.0,1,1,0,FL,7.4,124.7,6.19,1,1
2016,99,Prime,672,699,83.8,3,14,3,2,0,0,0,,64916,5409.67,Full-time Hourly,4,2,7731,24,3.37,333.55,2537,0.26,7215.55,Truck,Certified Pre-Owned,6,85074,9760,6972,0.792,1.035,1,0.062,0.188,0.062,31.1,1,1,0,30,10,0.904,Fintech,Dealer,2.44,1,0,0,FL,5.4,91.3,4.73,0,0
2022,26,Prime,663,660,100.0,13,14,0,0,0,0,0,,86323,7193.58,Full-time Salaried,5,2,12517,60,9.84,264.96,605,0.05,5633.07,SUV,Used,12,153756,12110,12110,1.034,0.465,0,0.037,0.079,0.037,32.5,0,0,2,0,19,1.151,Bank,Direct,0.0,1,0,0,CA,3.7,127.9,8.36,0,0
2016,108,Subprime,592,615,79.2,4,15,1,2,0,0,0,,34398,2866.5,Part-time,0,3,69646,48,16.1,1977.36,7828,0.11,49139.77,SUV,New,0,0,71167,14233,0.979,3.453,1,0.69,0.99,0.69,63.21,0,0,0,30,10,1.122,Bank,Dealer,0.06,1,0,1,PA,2.8,100.9,5.23,0,0
2018,78,Super Prime,781,751,100.0,3,6,0,0,0,0,3,28.0,298521,24876.75,Full-time Salaried,5,1,6894,72,7.19,118.17,2172,0.25,4261.23,SUV,Certified Pre-Owned,7,79548,8691,8691,0.793,0.49,0,0.005,0.015,0.005,23.99,0,0,0,60,10,0.912,Non-Captive Finance Co.,Online,0.0,1,0,0,TN,8.4,98.3,6.86,0,0
2020,55,Prime,672,694,100.0,13,12,0,0,0,0,3,57.0,105440,8786.67,Full-time Salaried,1,1,32373,60,8.42,662.93,308,0.01,17984.65,Sedan,New,0,0,30858,12343,1.049,1.457,1,0.075,0.147,0.075,34.47,0,0,0,120,22,1.069,Captive (OEM),Direct,0.0,0,0,0,AZ,6.6,86.8,4.56,0,0
2016,101,Subprime,618,631,91.6,16,13,0,1,0,0,1,71.0,32160,2680.0,Full-time Salaried,2,3,45880,84,17.18,942.37,896,0.02,15951.48,Electric,Used,1,10882,44804,11201,1.024,1.424,1,0.352,0.99,0.352,47.32,1,0,1,0,19,0.832,Credit Union,Dealer,1.86,0,0,0,PA,7.9,87.3,6.94,0,0
2017,95,Super Prime,830,805,97.3,9,2,3,0,0,0,0,,96483,8040.25,Self-employed,1,2,21037,84,4.31,290.56,2679,0.11,16124.66,Coupe,New,0,0,24358,4871,0.864,3.31,1,0.036,0.12,0.036,28.17,0,0,0,0,5,1.031,Bank,Dealer,0.15,0,0,0,PA,8.3,116.9,3.12,0,0
2021,37,Prime,678,706,57.9,1,4,2,4,1,0,3,34.0,62544,5212.0,Full-time Salaried,6,2,34998,48,7.17,840.83,12054,0.27,20485.46,Electric,New,0,0,44647,17858,0.784,1.147,1,0.161,0.344,0.161,42.59,2,0,0,15,28,1.071,Credit Union,Online,0.0,1,0,0,MO,7.9,95.6,5.75,0,0
2016,104,Super Prime,759,775,81.0,14,17,2,1,1,0,1,10.0,271334,22611.17,Self-employed,1,3,5334,60,2.83,95.44,828,0.13,4032.92,Sedan,Certified Pre-Owned,12,153408,6371,6371,0.837,0.633,0,0.004,0.01,0.004,30.97,0,1,0,15,4,1.046,Non-Captive Finance Co.,Dealer,0.21,0,0,0,AZ,5.1,85.5,5.24,0,0
2021,45,Near Prime,650,654,95.3,7,2,3,0,0,0,0,,68796,5733.0,Full-time Salaried,1,2,51681,60,9.86,1094.51,3237,0.06,45922.74,Truck,New,0,0,53965,34537,0.958,1.33,1,0.191,0.454,0.191,37.79,1,0,0,0,2,1.134,Credit Union,Online,0.0,1,0,0,FL,6.4,90.4,5.59,1,1
2022,29,Prime,678,705,78.9,11,6,1,2,1,0,1,35.0,108453,9037.75,Contract/Gig,2,2,5769,60,6.05,111.67,614,0.1,2054.77,Coupe,Certified Pre-Owned,11,99341,6148,6148,0.938,0.334,0,0.012,0.032,0.012,34.95,0,0,1,0,1,0.968,Credit Union,Dealer,0.95,1,0,0,TX,7.9,131.9,3.45,0,0
2020,49,Prime,717,744,95.4,14,8,1,0,0,0,0,,68912,5742.67,Full-time Salaried,7,3,24760,48,2.69,544.66,8193,0.25,13137.96,SUV,Used,1,8362,32774,13185,0.755,0.996,0,0.095,0.214,0.095,27.83,0,0,0,15,1,0.974,Fintech,Online,0.0,0,0,0,FL,6.4,100.7,3.2,0,0
2018,83,Super Prime,778,779,98.4,21,9,1,0,0,0,0,,275776,22981.33,Full-time Salaried,1,1,55719,84,3.78,755.98,2311,0.04,47027.46,SUV,New,0,0,57790,12713,0.964,3.699,1,0.033,0.103,0.033,30.72,1,1,0,0,23,0.98,Credit Union,Dealer,0.08,1,1,0,FL,4.5,100.3,7.75,1,1
2020,51,Deep Subprime,300,315,100.0,11,16,0,0,0,0,1,21.0,37397,3116.42,Full-time Salaried,2,2,20808,60,18.12,529.75,2004,0.09,16143.69,Sedan,Used,3,39135,22273,8099,0.934,1.993,1,0.17,0.491,0.17,34.82,0,3,1,0,13,0.856,Captive (OEM),Dealer,1.17,0,0,0,GA,5.2,96.1,4.56,0,0
2016,108,Super Prime,825,835,88.6,3,11,0,0,2,0,3,4.0,146968,12247.33,Full-time Salaried,5,2,42905,36,5.33,1292.27,14037,0.24,36799.18,Truck,New,0,0,58488,11697,0.734,3.146,1,0.106,0.312,0.106,29.68,3,0,0,0,11,0.812,Non-Captive Finance Co.,Direct,0.0,1,0,1,MD,4.7,134.7,7.79,0,0
2015,116,Near Prime,654,641,25.0,5,13,1,5,3,1,1,39.0,62437,5203.08,Full-time Salaried,4,1,14455,84,1.9,183.92,2952,0.18,9478.66,SUV,Used,4,47036,16402,6834,0.881,1.387,1,0.035,0.085,0.035,50.33,0,0,0,30,6,0.858,Credit Union,Dealer,2.18,1,1,0,NY,6.2,86.1,4.15,0,0
2024,3,Near Prime,651,621,100.0,1,11,0,0,0,0,0,,42777,3564.75,Part-time,2,1,56108,60,6.88,1107.83,18192,0.26,42159.98,Electric,New,0,0,69972,69972,0.802,0.603,0,0.311,0.99,0.311,36.5,0,0,0,0,2,1.065,Non-Captive Finance Co.,Direct,0.0,1,1,0,CA,6.8,101.8,4.41,0,0
2022,32,Super Prime,785,764,92.5,18,6,0,0,0,0,1,28.0,220882,18406.83,Contract/Gig,1,1,5000,60,1.9,87.42,1071,0.19,1948.27,Sedan,Used,6,63054,5639,5639,0.887,0.345,0,0.005,0.016,0.005,29.06,0,1,0,0,11,0.981,Non-Captive Finance Co.,Dealer,1.25,0,1,0,OH,8.3,95.5,3.84,1,1
2023,20,Super Prime,830,841,50.7,7,11,4,5,0,0,0,,176210,14684.17,Full-time Salaried,6,3,21729,60,2.04,381.24,8162,0.29,19185.02,Truck,Used,4,33568,28146,21650,0.772,0.886,0,0.026,0.047,0.026,38.99,4,1,0,60,10,0.795,Credit Union,Online,0.0,1,0,0,TX,5.4,94.4,3.02,0,0
2020,60,Prime,697,712,100.0,15,18,0,0,0,0,0,,75977,6331.42,Contract/Gig,2,2,6116,84,5.24,87.13,826,0.12,4735.07,SUV,Used,12,176172,6885,6885,0.888,0.688,0,0.014,0.028,0.014,27.2,4,0,2,60,13,0.912,Non-Captive Finance Co.,Dealer,0.01,0,0,0,WA,5.5,111.7,4.2,1,1
2016,103,Deep Subprime,484,471,92.2,5,3,0,0,0,0,1,66.0,32621,2718.42,Full-time Hourly,4,2,82270,84,23.27,1992.27,34911,0.29,39568.94,Luxury,Used,1,9024,120383,29361,0.683,1.348,1,0.733,0.99,0.733,52.15,0,0,0,0,9,0.721,Bank,Direct,0.0,0,0,0,TX,3.7,94.2,4.75,0,0
2016,99,Deep Subprime,473,458,96.6,7,17,1,0,1,0,0,,24499,2041.58,Contract/Gig,1,2,25860,60,27.64,799.57,492,0.02,12660.46,Luxury,Used,7,70812,24630,24630,1.05,0.514,0,0.392,0.81,0.392,48.2,1,0,0,15,1,1.069,Non-Captive Finance Co.,Online,0.0,1,0,0,CA,5.9,112.4,7.14,1,1
2024,6,Super Prime,831,804,75.3,1,3,0,4,0,0,0,,145650,12137.5,Full-time Salaried,7,1,37030,60,5.17,701.69,1437,0.04,17653.21,SUV,New,0,0,35927,35927,1.031,0.491,0,0.058,0.134,0.058,40.66,0,0,0,30,6,0.891,Credit Union,Dealer,0.57,0,0,0,NY,7.2,121.2,7.25,0,0
2018,80,Super Prime,749,721,100.0,14,14,0,0,0,0,0,,210904,17575.33,Retired,0,1,28213,48,2.53,618.63,9636,0.27,25746.4,Luxury,Used,3,28404,35689,15517,0.791,1.659,1,0.035,0.1,0.035,25.13,0,0,0,60,15,0.978,Captive (OEM),Dealer,2.21,0,1,0,FL,5.0,117.7,4.69,0,0
2015,112,Super Prime,848,825,78.6,8,5,0,2,1,0,0,,296497,24708.08,Unemployed,0,1,62341,60,3.76,1141.36,11333,0.16,28157.91,Luxury,New,0,0,70834,14166,0.88,1.988,1,0.046,0.119,0.046,34.66,3,3,1,0,17,0.79,Credit Union,Dealer,0.9,0,0,0,WI,4.8,92.6,7.58,0,0
2022,31,Subprime,598,592,99.3,10,7,0,0,0,0,1,26.0,44445,3703.75,Self-employed,1,1,19768,72,17.96,450.42,1029,0.05,14267.85,Coupe,Used,1,12371,20597,12750,0.96,1.119,1,0.122,0.353,0.122,33.89,1,0,0,0,30,0.919,Credit Union,Dealer,1.5,0,0,0,OH,7.3,127.0,5.23,1,1
2015,110,Super Prime,780,779,85.9,7,17,4,1,0,0,1,7.0,220832,18402.67,Full-time Salaried,5,2,11207,60,4.64,209.65,2893,0.21,9651.72,SUV,Used,8,112952,13779,13779,0.813,0.7,0,0.011,0.022,0.011,29.06,0,0,0,0,8,0.902,Credit Union,Dealer,0.54,1,1,0,CA,5.1,121.7,6.91,0,0
